34,2,307.2,0.4,399.17,110.24,1,1,1.0
34,3,91.92,0.64,228.08999999999997,59.43,1,1,1.0
35,6,647.99,113.82,242.54999999999995,106.19,1,1,1.0
35,4,184.3,55.0,138.09999999999997,65.56,1,1,1.0
35,5,474.55,394.93,422.55,144.82999999999998,1,1,1.0
35,2,307.11,0.41,399.1,110.10000000000001,1,1,1.0
35,3,91.92,0.64,228.03999999999996,59.35,1,1,1.0
36,6,614.06,106.57,230.1400000000001,103.11000000000001,1,1,1.0
36,4,168.8,52.7,133.09999999999997,63.78,1,1,1.0
36,5,543.0,421.17,395.70000000000005,118.70999999999998,1,1,1.0
36,2,307.01,0.42,399.04999999999995,109.95,1,1,1.0
36,3,91.92,0.64,227.99,59.28,1,1,1.0
37,6,576.11,101.41,220.39,97.99000000000001,1,1,1.0
37,4,153.1,50.0,132.79999999999998,63.97,1,1,1.0
37,5,624.4,447.4,335.6,92.60000000000002,1,1,1.0
37,2,306.91,0.43,398.98999999999995,109.80999999999999,1,1,1.0
37,3,91.92,0.64,227.93,59.2,1,1,1.0
38,6,544.47,95.7,212.52999999999997,95.3,1,1,1.0
38,4,139.74,46.2,127.86000000000001,64.09,1,1,1.0
38,5,733.5,480.5,226.5,59.5,1,1,1.0
38,2,306.82,0.45,398.92,109.66,1,1,1.0
38,3,91.92,0.64,227.88,59.12,1,1,1.0
39,6,511.2,88.1,208.40000000000003,92.56,1,1,1.0
39,4,126.38,42.91,124.02000000000001,62.52000000000001,1,1,1.0
39,5,842.6,513.6,117.39999999999998,26.399999999999977,1,1,1.0
39,2,306.72,0.46,398.87,109.52000000000001,1,1,1.0
39,3,91.92,0.64,227.82,59.05,1,1,1.0
40,6,479.98,83.19,200.41999999999996,89.82,1,1,1.0
40,4,114.6,43.2,119.0,59.72,1,1,1.0
40,2,306.63,0.47,398.79999999999995,109.38,1,1,1.0
40,3,91.92,0.64,227.76999999999998,58.97,1,1,1.0
41,6,451.01,77.12,192.45000000000005,87.07999999999998,1,1,1.0
41,4,102.6,41.33,116.57,58.57000000000001,1,1,1.0
41,2,306.53,0.48,398.74,109.22999999999999,1,1,1.0
41,3,91.92,0.64,227.70999999999998,58.9,1,1,1.0
42,6,423.89,72.89,184.47000000000003,84.33999999999999,1,1,1.0
42,4,88.8,39.47,113.7,57.41,1,1,1.0
42,2,306.43,0.49,398.69,109.09,1,1,1.0
42,3,91.92,0.64,227.65999999999997,58.82,1,1,1.0
43,6,398.6,70.5,176.5,81.6,1,1,1.0
43,4,75.8,37.6,112.82000000000001,56.26,1,1,1.0
43,2,306.34,0.51,398.62000000000006,108.94,1,1,1.0
43,3,91.92,0.64,227.60999999999996,58.75,1,1,1.0
44,6,372.56,65.64,172.04000000000002,78.66000000000001,1,1,1.0
44,4,63.5,35.73,110.30000000000001,55.11000000000001,1,1,1.0
44,2,306.24,0.52,398.55999999999995,108.8,1,1,1.0
44,3,91.92,0.64,227.55,58.67,1,1,1.0
45,6,348.79,62.63,167.18,77.07,1,1,1.0
45,4,53.7,33.87,106.39999999999999,53.949999999999996,1,1,1.0
45,2,306.14,0.53,398.51,108.65,1,1,1.0
45,3,91.92,0.64,227.5,58.589999999999996,1,1,1.0
46,6,324.15,58.75,162.32000000000005,75.47999999999999,1,1,1.0
46,4,43.9,32.0,103.1,52.8,1,1,1.0
46,2,306.05,0.54,398.44,108.50999999999999,1,1,1.0
46,3,91.92,0.64,227.44,58.519999999999996,1,1,1.0
47,6,302.5,55.49,157.47000000000003,73.87,1,1,1.0
47,4,34.06,29.5,101.13999999999999,52.17,1,1,1.0
47,2,305.95,0.55,398.39000000000004,108.37,1,1,1.0
47,3,91.92,0.64,227.39,58.44,1,1,1.0
48,6,280.92,51.88,152.59999999999997,72.28,1,1,1.0
48,4,24.84,27.73,97.75999999999999,51.56,1,1,1.0
48,2,305.85,0.57,398.3299999999999,108.22000000000001,1,1,1.0
48,3,91.92,0.64,227.32999999999998,58.37,1,1,1.0
49,6,264.06,49.84,145.85000000000002,70.67999999999999,1,1,1.0
49,4,13.5,27.0,97.1,50.260000000000005,1,1,1.0
49,2,305.76,0.58,398.26,108.07000000000001,1,1,1.0
49,3,91.92,0.64,227.27999999999997,58.29,1,1,1.0
50,6,247.2,47.8,139.10000000000002,69.08,1,1,1.0
50,4,4.74,25.48,94.46000000000001,49.75,1,1,1.0
50,2,305.66,0.59,398.21,107.92999999999999,1,1,1.0
50,3,91.92,0.64,227.21999999999997,58.22,1,1,1.0
51,6,228.62,45.76,135.0,67.49000000000001,1,1,1.0
51,4,0.43,23.97,88.27,49.239999999999995,1,1,1.0
51,2,305.56,0.6,398.15000000000003,107.79,1,1,1.0
51,3,91.92,0.64,227.16999999999996,58.14,1,1,1.0
52,6,213.07,42.75,128.53000000000003,65.89,1,1,1.0
52,4,0.42,22.45,78.51,46.849999999999994,1,1,1.0
52,2,305.47,0.61,398.0799999999999,107.65,1,1,1.0
52,3,91.92,0.64,227.12,58.07,1,1,1.0
53,6,195.58,41.04,125.22,64.28999999999999,1,1,1.0
53,4,0.41,20.93,68.74000000000001,46.970000000000006,1,1,1.0
53,2,305.37,0.63,398.03,107.5,1,1,1.0
53,3,91.92,0.64,227.06,57.99,1,1,1.0
54,6,180.99,39.32,121.90999999999997,62.690000000000005,1,1,1.0
54,4,0.4,19.42,58.980000000000004,47.08,1,1,1.0
54,2,305.27,0.64,397.97,107.35,1,1,1.0
54,3,91.92,0.64,227.01,57.91,1,1,1.0
55,6,166.4,37.6,118.6,61.1,1,1,1.0
55,4,0.39,17.9,49.21,47.199999999999996,1,1,1.0
55,2,305.18,0.65,397.90000000000003,107.21,1,1,1.0
55,3,91.92,0.64,226.95,57.839999999999996,1,1,1.0
56,6,153.42,36.12,115.16,60.13,1,1,1.0
56,4,0.39,17.9,40.41,42.5,1,1,1.0
56,2,305.08,0.66,397.84999999999997,107.07000000000001,1,1,1.0
56,3,91.92,0.64,226.89999999999998,57.76,1,1,1.0
57,6,140.44,34.64,111.72,59.150000000000006,1,1,1.0
57,4,0.39,19.78,31.979999999999997,38.97,1,1,1.0
57,2,304.99,0.67,397.78,106.92999999999999,1,1,1.0
57,3,91.92,0.64,226.83999999999997,57.69,1,1,1.0
58,6,127.46,33.16,108.28000000000002,58.18000000000001,1,1,1.0
58,4,0.39,21.65,23.54,35.45,1,1,1.0
58,2,304.89,0.69,397.72,106.77,1,1,1.0
58,3,91.92,0.64,226.78999999999996,57.61,1,1,1.0
59,6,114.48,31.68,104.83999999999999,57.21,1,1,1.0
59,4,0.39,23.53,15.11,31.92,1,1,1.0
59,2,304.79,0.7,397.67,106.63,1,1,1.0
59,3,91.92,0.64,226.72999999999996,57.54,1,1,1.0
60,6,101.5,30.2,101.4,56.230000000000004,1,1,1.0
60,4,0.39,25.4,7.510000000000001,28.4,1,1,1.0
60,2,304.7,0.71,397.59999999999997,106.49000000000001,1,1,1.0
60,3,91.92,0.64,226.68,57.46,1,1,1.0
